,名称,歌单id,歌单介绍,创建者id,创建者昵称,创建日期,播放次数,收藏量,转发量,评论数,歌单长度,tag1,tag2,tag3
0,爱像掉进一瓶酒里 酒是草莓味的,5069691004,"介绍：
其实我不用看到你的脸才能喜欢你，也不用听到你的声音，不用知道你有什么消息。我所知道的是，在生活中不多见的闪光的时刻我会想到你，烟花升起来，雪落下去，人们围上来拥抱我，这样的时刻。我猜你和世界...
",1866769149,GnaScheY,2020-06-18,738245,9027,145,36,125,华语,说唱,流行
0,rap精选｜你想要的punchline都在这里,5020209887,"介绍：
孤勇和热血都在这里
丧的时候别灰心
美梦的app会开启独家限免
美梦总会成真
",291600970,一个男同学-Anthony,2020-05-16,723289,9218,99,49,115,华语,说唱,兴奋
0,【Beat\说唱伴奏】国内顶级制作团队,5457850531,"介绍：
#WavyGround音乐制作团队
工作邮箱：wavyground@163.com

",334814056,Wavy_Zy,2021-01-10,533323,2838,21,13,65,华语,欧美,说唱
0,催泪说唱/你还是没能留住TA,4948579774,"介绍：
ta走了，你还爱吗？回忆起来，你还是没能留住ta。享受孤独，却又不禁回想。
",1468360908,论争,2020-04-03,603803,8103,640,60,77,说唱,伤感,思念
0,【免费走心说唱伴奏/FREE BEATS】『原创』,5162517329,"介绍：
走心的beats，希望你能写出最好听的歌！
",379202005,FRESH_ye,2020-08-05,595075,4528,185,16,249,说唱,感动,轻音乐
0,关于恋爱说唱炒鸡甜的歌单(持续更新),932127816,"介绍：
关于各种各样的甜甜歌单.
",451453324,可爱到人畜无害,2017-09-25,540626,7089,96,55,239,说唱,华语,快乐
0,说唱新世代 坠吊的！！,5246212244,"介绍：
×××無×××

持续更新ing
缺失歌曲(第Ⅺ期→第Ⅰ期)
求求网易云爸爸gkd！！！

Ⅺ
返老还童-圣代
是我-懒惰
世界以痛吻我-惰椒沙丁鱼队
美杜莎庄园-三个队长队
给说唱新世代参赛选手的一封建议信-地天队
生命...
",436974651,阮吱吱,2020-09-20,520991,7842,63,56,51,说唱,R&B/Soul,流行
0,高质量emo beats | 持续更新,5011718745,"介绍：
关注我+收藏=可投稿 使用时请看作者标注
【定期清理售断】
没回就是没收录
",456224971,Wavy_lik,2020-05-10,463817,1720,35,28,233,说唱,伤感,孤独
0,小鬼/姜云升/马思唯/某幻君/法老,2067141583,"介绍：
手脚干净
",249628889,New1an,2018-01-21,375340,5573,151,35,52,流行,说唱,快乐
0,高质量说唱伴奏(免费),2226102118,"介绍：
我认为好听的免费伴奏都在这个歌单！
不收费！不收费！ 不收费！
随缘更新

欢迎投歌:v: 83841859 /free beat/风格不限.

我觉得不错会收录的

网易时常不在线，建议添加wx进行投稿
",1456681010,黄普泽,2018-05-14,429532,5631,60,18,403,说唱,治愈,孤独
0,请往前走，不要在此停留,6833308569,"介绍：
在人海中相遇，在人海中走散，不管留下的是无限的怀恋还是甜蜜的回忆。以后的路还长，愿我们都有值得开心的明天。
",48113,苏小安,2021-06-29,393941,6003,59,123,82,华语,说唱,浪漫
0,超神韵脚 抓耳旋律 爆炸说唱,5455105526,"介绍：
derrrrrrrrrrrrrrrrrrrrr～
",1537060840,终能熬过一切,2021-01-09,359044,4336,239,32,436,说唱,nan,nan
0,【炸裂说唱】-藏在黑暗里的凶狠狂兽-,5067152407,"介绍：
听听那些炸到你头都歪的中文说唱
",252305402,犯懒鲸FLJ,2020-06-16,348674,2936,12,19,45,华语,说唱,兴奋
0,中国顶尖rap歌单,5050058517,"介绍：
绝对硬货 顶级说唱 颅内高潮 you feel me？
",1390125090,MorniN9_Star,2020-06-05,436987,5393,19,14,68,华语,说唱,nan
0,爆发式女Rapper丨女王气质取向狙击,6947448215,"介绍：
饶舌女皇麻辣鸡
性感党员卡子姐
冷艳女王一鸡
公主气质诺基亚
......
",3348815942,闷一桶冰镇雪碧吧,2021-08-31,964,18,分享,0,21,欧美,说唱,放松
0,想跟你 用rapper说情话,5003946035,"介绍：
“像晚风轻轻吹动月牙，你悄悄撼动我的心”
",1526219531,冉釉,2020-05-05,348531,4220,216,29,90,流行,清新,说唱
0,TT｜姜云升｜沙一汀｜法老｜王嘉尔｜Jony J,4985730604,"介绍：

『TT /Jony J/姜云升/乃万/沙一汀/法老/王嘉尔/小鬼/范丞丞/马思唯/满舒克/艾褔杰尼/某幻君/ 77 /福克斯/ mac ova seas / XXX TENTACION / bbno$…』
",559878458,问君安否,2020-04-24,340799,5313,51,28,500,说唱,浪漫,流行
0,JAZZ HIPHOP / 顺滑入耳 低空迂行,2696193383,"介绍：
准备好一场飞行了吗？
Jazz hiphop会让你沉浸在一种舒适轻松的氛围里，配上红酒看着书也不会有突兀感。Jazz hiphop也是起源于美国，但日本却赋予了它新的灵魂。
歌单部分典型代表性人物Nujabes、Uyama Hir...
",53687771,海螺J,2019-03-05,317938,4894,93,40,29,日语,说唱,爵士
0,Free Emo Beats 免费走心说唱伴奏,4868657792,"介绍：
不止收录特指的emo new wave音乐，也会收录所有emotional（抒情的）风格的beats。

支持制作人本人与听众私信分享作品投稿（无上限）
收录标准最低为：三连及署名即可免费非商用
要求更低或可以直接用于盈...
",515559162,lilpizzy0701,2020-02-17,314410,4160,49,39,372,说唱,R&B/Soul,另类/独立
0,【更新】粤语说唱/广东/香港/澳门/南方力量,5016011541,"介绍：
這是來自中國南方的聲音，願稱之爲中國的South Rap，通過説唱讓更多朋友了解整個華南地區乃至整個南中國還存在著這一群熱愛説唱的rapper，通過他們的作品來表達出親情，友情，個人故事等等，喜歡粵語説唱的...
",1692548947,StrawberryGirlHK,2020-05-13,302545,9548,30,20,148,华语,流行,说唱
0,欧美说唱丨肺活量爆棚的Rapper让你耳膜一亮,6724754600,"介绍：
说唱的主导驱流以trap、Club、硬核、东岸为主，早些年人们的对于说唱的误区就是鼠来宝=说唱，但这其实是错误的。嘻哈乐最早来自于欧美，后传到中国，而绝不是中国的鼠来宝。
",2120309164,AAAAAAAAAAAAAAAAAATaoMinglei,2021-04-23,337771,6355,41,15,30,欧美,流行,说唱
0,下架说唱:下架说唱,6977031912,"介绍：
持续更！下架加没版权…欢迎投稿……
",1454509143,炬_猩,2021-09-19,299803,7725,174,78,133,说唱,华语,翻唱
0,[中文旋律说唱] 旋律与节奏撞出轻松惬意的时光,6862602894,"介绍：
试穿合身的衣服时
被夸拼好的积木时
沉浸自己的世界时
买到刚出炉的点心时
赶上刚进站的地铁时
遇见聊得来的朋友时
看见遍布天空的夕阳时
窝进干净温暖的房间时
感受没有噩梦的夜晚时
你都可以点开这个歌单...
",1463586082,云音乐官方歌单,2021-07-19,2118960,16095,115,34,30,说唱,散步,放松
0,[一周欧美说唱] 滴！果汁与比伯的冬日祝福已送达，请及时签收哦,5395488578,"介绍：
编辑精选欧美说唱新歌
每周五更新 收藏订阅 一起SWAG！

",1463586082,云音乐官方歌单,2020-12-25,4528211,29184,143,86,50,说唱,欧美,nan
0,[雷击顿唱片行] 让你扭动身体的异域节奏,6700242542,"介绍：
雷击顿（Reggaeton）是一种新的音乐形式，产生于波多黎各，结合了传统Salsa音乐，牙买加的Reggae，以及Hip Hop等多种音乐风格为一体。有节奏的鼓点与畅酣的说唱很容易带动人的积极性，不自觉的想要扭腰摆臀...
",1463586082,云音乐官方歌单,2021-04-07,1329711,7813,67,25,30,雷鬼,说唱,nan
0,[Z世代说唱] 在节奏中感受Z世代的嘻哈力量,6952442013,"介绍：
90前的说唱歌手大多早已登入封神殿堂，90后的说唱歌手多数也成为业内代表人，满载00后说唱歌手的东风列车也已经悉数候场，有的说唱歌手潜心学习，时刻准备着展现自己的作品，有的说唱歌手也早已登上评委席...
",1463586082,云音乐官方歌单,2021-09-03,414631,2527,26,15,30,说唱,nan,nan
0,[Popping 练习曲] 机械律动 节奏强袭,6970792582,"介绍：
你的专属Popping练舞管家，每日不同练习曲等你来选
",1463586082,云音乐官方歌单,2021-09-15,687610,5131,39,62,30,说唱,电子,nan
0,[打游戏听说唱] 说唱律动是你最佳游戏伴侣,6654532835,"介绍：
说唱律动 Feat.超燃游戏
",1463586082,云音乐官方歌单,2021-03-11,3572139,27421,171,44,30,游戏,说唱,欧美
0,不知名选手au,2195781651,"介绍：
魅 力 男 孩 u 桑
",391652836,点击的秘密,2018-04-22,2442670,42006,234,87,444,说唱,流行,另类/独立
0,BOOMSHAKE丨微醺Hiphop,6589049163,"介绍：
酒精允许一切情绪
",105735227,tan4ko,2021-01-31,1006096,16467,294,42,152,欧美,说唱,酒吧
0,[拒绝瞌睡] 跟着节拍抖腿的嘻哈音乐,2695101341,"介绍：
抖腿说唱 / 专治各种瞌睡
戴上耳机 我就是这条gai最酷的崽
",201586,原创君,2019-03-04,9971404,78876,540,153,30,说唱,nan,nan
0,E标【禁 止 收 藏】,2852805110,"介绍：
建议随机播放

进来就说明，你已经是大人了

都是根据个人喜好精选的，所以有点杂

有的作者界面是e标，但收藏到歌单就消失了，望见谅

封面冻龄少年李栋旭

建立于2019-7-16
",543222971,TENET-V,2019-06-21,3379502,98992,1307,1377,905,欧美,流行,说唱
0,甜味Rap I 和你陷入浪漫循环,5018304941,"介绍：
我们都会遇到甜甜的事甜甜的人，毕竟一切都有归途，就像行星属于宇宙，希望你们也能早点遇到甜甜的那个他(她)

要给生活加点糖诶!

有一个喜欢的人真是太好了，在我的世界正在崩塌 的时候还是想为了你努力...
",1383065166,毅定是疯了,2020-05-14,4279973,44596,2381,235,130,说唱,学习,浪漫
0,美式篮球健身（Rap节奏）,2876609741,"介绍：
封面：帮主（Michael Jordan）果冻上篮
持续高质量更新中歌单收录篮球视频bgm 无损音质 鲸云音效 无线耳机让你的篮球训练更有节奏让你不用切歌 不要错过每一首精品 已经过整理排序 前面压轴.
",1493983885,-文轩_7,2019-07-08,2849673,30285,264,102,114,运动,说唱,兴奋
0,用rap整理情绪,2530617246,"介绍：
希望你可以永远年轻永远热泪盈眶
",533298390,是平凡的帆,2018-11-26,390376,7722,58,18,93,说唱,治愈,华语
0,这里有你喜欢的欧美嗓音,6611168504,"介绍：
RAP是美国黑人音乐中的重要组成部分，是街头文化的主要基调，是世界流行音乐中的一块“黑色巧克力”。精心收集了欧美流行说唱，好听的RAP让你一次听个够。
",443546368,Zxy在向下扎根,2021-02-11,169930,6862,2755,1,34,欧美,说唱,兴奋
0,小鬼/姜云升/马思唯/法老/乃万Rapper已到场,6672624203,"介绍：
我 他 媽 不 想 仗 劍 走 天 涯 了
我 想 照 顧 妳 啊 ！
",1517065126,风水轮流转到我了,2021-03-21,5023358,77443,646,338,157,说唱,兴奋,流行
0,旋律说唱 | 甜度超标°,2874647377,"介绍：
封面：《废柴狐阿桔》
",1605343820,LUVEO,2019-07-07,4572946,62987,783,143,127,说唱,华语,nan
0,尝一口你就知道敲甜的rap［情歌2.0］,990015063,"介绍：
吃到了一颗好吃的糖 想跟你的嘴分享
",273860793,Aloneha,2017-11-09,1341032,16781,184,52,132,华语,说唱,浪漫
0,姜云升/沙一汀EL/夏之禹/法老/TY,2923772356,"介绍：
那个夏天像一团旧烟火 回忆牵我
",1554954015,藤井云千,2019-08-08,3188384,64808,455,236,122,说唱,治愈,华语
0,「中文说唱」autotune旋律控-腔调天才,5452048151,"介绍：
收藏最宝藏的说唱旋律！欢迎投稿！不断更新！
",361590078,KUANG1ZONE,2021-01-07,175630,7833,1,5,88,华语,流行,说唱
0,$殺気爆棚 超凶trap$,3215209929,"介绍：
开启照明弹，把他们射成肉泥
",323774211,psy_扭不开的奥利奥,2020-01-27,401716,5688,112,18,66,说唱,电子,00后
0,超甜说唱！｜开口跪的优质旋律,2951338871,"介绍：
收录了华语的优质情歌说唱 
希望大家如果喜欢能够收藏
peace！
",1329028896,akaalaala,2019-08-23,3831971,35265,411,312,115,华语,说唱,浪漫
0,「姜云升」陪你从无到有,2217224514,"介绍：
姜云升是一个很棒很优秀的Rapper
他的作品一直都很走心
从网易云再到演出 他是名副其实的宠粉丝
“姜云升”三个字必定步步云升
你不知道我有多喜欢你
Rapper姜云升 祝你前程似锦 愿你一世长安
",445901567,就自由的活着吧,2018-05-07,5800847,98419,781,962,47,说唱,华语,nan
0,小破站『说唱新世代』第一季歌单完结,5128390910,"介绍：
B站SS级说唱节目。
因为版权保护，只更新网易有版权的音乐。
",64058811,玉米地之歌,2020-07-18,3643712,52916,329,155,48,华语,综艺,说唱
0,僵尸（姜云升）,2522899852,"介绍：
鱼儿见识了巨龙的活法心中怎么可能甘愿遗憾呢
",1534146255,三思_buzzy,2018-11-21,673678,12792,74,59,47,华语,说唱,散步
0,脸 红 心 跳|性感说唱让我动了心,3148848124,"介绍：
迷人的嗓音在耳边环绕着
我深陷其中 无法逃掉了
",1326649492,IKAYKAI,2019-12-30,844370,44659,2311,12,39,华语,说唱,流行
0,说唱新世代||W8VES（未完待续）,5198528623,"介绍：
选手＋导师曲目合集

听歌指南:
1—16不定期更换的彩蛋
17—79选手比赛曲目+导师表演曲目
80—128导师曲目
129—335选手非比赛曲目

排名不分先后

彩蛋不定期更换，希望好听的歌能被更多的人听见。

比赛...
",550323437,臭屁脆脆鲨,2020-08-23,2251293,30803,253,163,343,华语,说唱,快乐
0,伤感/Emo说唱/Sad,6860422178,"介绍：
什么叫快乐?就是掩饰自己的悲伤对每个人微笑。

SAD: 
悲哀的;难过的;让人无法接受的;该受责备(或批评)的

EMO：全称Emotional Hardcore，中文名称情绪硬核。最初是从Hardcore Punk中派生出来的一种有着艺...
",354868458,KIND_CL,2021-07-17,1797591,10521,1365,59,138,流行,说唱,华语
0,《说唱新世代》第一季成员battle战炸曲收录,5198270733,"介绍：
未上架歌曲:
《奥利奥少年》—江奈生
《雨夜惊魂》—圣代（仅有翻唱）
《Real Life》—Doggie（仅有翻唱）
《就算你活在二次元》—石玺彤（仅有翻唱）
《有个霸王》—精神大伙队（Feezy/孙瑄阳/RoseDoggy迪...
",1381914855,HCIPO,2020-08-23,864829,10564,73,80,73,说唱,华语,nan
0,姜云升（僵尸）｜灵魂终结八部曲,3023950448,"介绍：
姜云升的灵魂终结八部曲，每一次听都很有感触，词是真的写的好 
《毕业典礼》 
给自己取名叫僵尸即便他们说没有型 
因为在游戏里僵尸头被打掉步伐也没有停 
《淹没》 
嘴里说我知道我明白我会照做心里说死...
",1374412716,今天给波吉加冕了,2019-10-10,355465,6320,52,29,45,说唱,华语,治愈
0,再狠的rapper在孤独de夜晚也会emo,6840493024,"介绍：
孤独是一种常态...

在你最孤独得时候，至少有这些音乐陪着你。
",335703712,苏方一杰,2021-07-03,509572,8963,2960,13,44,华语,说唱,孤独
0,今天是个rapper,6861768687,"介绍：
可投稿

",1773379972,LXC66KL,2021-07-18,697925,8711,92,58,228,说唱,流行,nan
0,小姜的浪漫主义,6742174395,"介绍：
＂该知道的都知道，不知道的慢慢了解”
",1941569398,小葛爱刀削面子,2021-05-04,984860,11677,97,44,47,说唱,治愈,nan
0,一听就有灵感的说唱伴奏rap beats持更,6952830508,"介绍：
喜欢的朋友可以分享收藏哈
",271715824,ZiJianHan,2021-09-03,131038,2242,218,0,45,说唱,流行,清新
0,☆亚比EMO二次元心碎の男孩女孩俱乐部☆,6749214558,"介绍：
正在循环播放《怎么进去二次元》
第一个夹带私货是我的歌喜欢的评论一下
",1341522834,库洛米战士耿鬼,2021-05-09,103180,2726,45,40,55,伤感,说唱,快乐
0,爆燃说唱｜炸裂技术流教学,7094229866,"介绍：
最硬最炸的说唱！长期更新，进来学Flow！
",536199420,DOGGYE-,2021-11-28,118543,2213,120,1,17,说唱,nan,nan
0,欧美女rapper丨行走的女子气概,6749861607,"介绍：
巾帼不让须眉同样在说唱界也适用，说唱圈从来都不只是男性rapper的天下。HipHop文化流行始末，女Rapper们永远都是说唱圈独特的风景。
",3348815942,闷一桶冰镇雪碧吧,2021-05-10,83314,949,9,6,22,欧美,说唱,兴奋
0,说唱丨心动就在一瞬间,5104174752,"介绍：
是心动啊，糟糕的眼神躲不掉。请收下你的专属温柔的说唱，一起享受这和煦的微风吹轻抚你耳朵时带来的惬意时光
",2040442269,白咿呀白,2020-07-10,114788,2158,14,9,434,华语,说唱,浪漫
0,“情歌说唱”｜Rapper们请你吃颗糖 保甜！,6851771370,"介绍：
这糖保甜～
",3988536241,史丹尼尼,2021-07-11,71990,1286,2,2,22,华语,说唱,R&B/Soul
0,粉红法拉利｜贝贝,6918097707,"介绍：
贝贝 X 啊之 X 达芬奇 《粉红法拉利》
",513946110,如果我不说唱了,2021-08-14,65153,419,7,0,80,说唱,驾车,酒吧
0,说唱伴奏Oldschool 老学校 boombap hiphop,6601245885,"介绍：
精选伴奏 觉得好听点个收藏
接受投稿 看准类型
遵守制作人伴奏使用规则 本身我也是个制作人 对于版权意识也很重视 希望大家多多理解 支持
",279817241,丶FireX,2021-02-06,16710,83,1,0,27,电子,说唱,nan
0,【情歌】真正浪漫的是跟你一起共度的午后,5375770324,"介绍：
最美的不是下雨天，是曾与你躲过雨的屋檐，
",2087736571,UKnlo,2020-12-12,13069,547,分享,1,123,说唱,华语,浪漫
0,【RAP】| 精选慵懒沉醉Top300旋律说唱,7098937176,"介绍：
攒了好久的温柔与浪漫，想要一次性都给你。
",484356241,-烦恼的蒙太奇-,2021-12-01,32859,5393,分享,0,399,华语,流行,说唱
0,你还未发现的宝藏Rapper丨超级好听,6647938790,"介绍：
精心挑选
带给我们这些好听的歌曲的rapper
我对你敬礼
Salute

",374150187,一个EDA,2021-03-07,11305,534,1,1,31,流行,说唱,华语
0,日语大和民族的歌曲,6720893793,"介绍：
网易云音乐日语大和民族的歌曲，电子，流行摇滚音乐
",1661470704,Alimjan_Abdurezak阿力木江,2021-04-20,24396,1907,142,0,68,日语,流行,说唱
0,和风Trap丨暗黑的迷幻,6786852885,"介绍：
和风trap，18岁以下慎听。
个人喜好，持更，别叫。
",1981735139,3AM-y,2021-06-02,7012,402,分享,0,34,欧美,说唱,另类/独立
0,show me the money10|BGM Beat 音源同步,6859204975,"介绍：
第一组制作人：AOMG-Gray;YG-MINO
第二组制作人：Black Lable-Zion.T;Slom
第三组制作人：Daytona-Yumdda&toil
第四组制作人：Gaekeo;Code Kunst

节目音乐持续更新中……

部分有音源无版权：
SINCE《Go ...
",45373159,幻境少女文知绣,2021-07-16,10061,50,分享,0,55,韩语,说唱,nan
0,Rap Beat高质量R&B/melody type beat,6913969782,"介绍：
爱 ，
就大声说出来！！！
浪漫至死不渝！
爱意永不减褪！
",3256362431,GOATCREW,2021-08-12,4055,82,15,0,123,R&B/Soul,说唱,浪漫
0,女声rap：甜美饶舌嗓，是心动的感jio,6905945449,"介绍：
当女生遇到rap
又会擦出怎样的火花呢
听说，会说唱的女孩子有一种特殊的超能力哦
具体是什么～评论区一起讨论吧。

",346769611,顾柒柒不难过,2021-08-07,4811,76,2,10,58,华语,说唱,浪漫
0,御宅kids // 在动漫影响下 > 重组说唱形态,6979619569,"介绍：
在""动漫“的影响下，这些说唱歌手将二次元的元素融入于自己的作品之中。歌曲中谈及的内容转而是查克拉，元气弹，魔法阵等等。慢慢催生出 - 我称为 “御宅说唱” 的形态，尽管还没有这种说法，但是你可以从...
",10641781,-絲綢物語,2021-09-20,515,18,分享,0,45,欧美,说唱,ACG
0,FullHouse满堂2021,6816971056,"介绍：
FullHouse满堂2021 内容已搭建完毕
",4933314828,FullHouse满堂,2021-06-20,5227,233,14,32,133,华语,说唱,nan
0,Freestyle beat,7030468078,"介绍：
第一步：一个简单的开始

即兴说唱的开始一般都很简单，你甚至没有必要押韵。忘记所有什么节奏啊，押韵啊，只要让自己的词句不要停，你的节奏感可以很差，你用的词语可以使小学二年级的水平，但你确实是在...
",1462119662,Niyuu_Childe,2021-10-24,2224,131,38,10,64,欧美,电子,说唱
0,最怕Rapper唱情歌|一键心动|甜蜜狙击,7043406784,"介绍：
小事随便闹 大事往我身后靠 我永远在你身边 听你讲 为你撑腰
",1517065126,风水轮流转到我了,2021-10-31,347,5,分享,0,33,浪漫,说唱,流行
0,夏天的风，海，夕阳还有你,6977469309,"介绍：
他真的很喜欢你，从一而终，认真且怂。
外人看起来的多情多变，其实都是你的保护色，
占有欲强，敢爱敢恨，敢于付出
最酷双子本人
",4970468530,马可波罗堡-,2021-09-19,108010,13965,212,0,79,说唱,浪漫,nan
0,Rap | 中韩说唱 ｜ 温柔如风,7017290412,"介绍：
持续更新
",3584656933,Lxxx_Zyl,2021-10-12,242,9,分享,0,235,华语,说唱,韩语
0,"""好听到爆炸的说唱""",53572999,"介绍：
纯正好货！！！
",54927092,Kukukikii,2015-02-20,34920456,380000,2686,528,352,说唱,华语,nan
0,[RAP]中文励志说唱-为梦想努力奋斗,2116945770,"介绍：
我曾经天真的以为，用真心对任何人，就可以得到真正的友情，真正的爱情。后来，认识了一些人，经历了一些事，才知道一切都是我以为。

我以为你会一直陪我到最后，可惜不是你，到最后剩下的孤寂我一个人享...
",268589209,Cup呀,2018-02-25,26211132,340000,3148,930,169,华语,说唱,校园
0,AThree&HAS&Sam努尔夏提-AFSC,7048654794,"介绍：
HasAThree/HasSam努尔夏提/HAS/歌曲合集！
",351014330,说唱体验馆,2021-11-03,71,7,5,0,57,说唱,nan,nan
0,精致Rap说唱 |以后找个人陪你来唱,2258837745,"介绍：
没了音乐我又回到了现实……
",124272747,夕日向暖,2018-06-07,7948792,97985,957,208,175,华语,流行,说唱
0,气场全开，黑人音乐 就是这么拽,508920727,"介绍：
走路不要听，会拽得跟二八五似的。
",36078352,GossipNeverEnds,2016-11-13,7313673,110000,1408,514,182,欧美,说唱,酒吧
0,旋律HipHop中文说唱,3119609433,"介绍：
旋律HipHop中文说唱 耐听循环品质 收藏这个歌单绝对不会让你失望 一起聆听一起治愈
",421415810,悲伤de眼泪,2019-12-15,22168804,200000,6219,926,326,华语,说唱,伤感
0,有很多的rapper情歌,2008947511,"介绍：
这些歌都是为了与你一起听,因为我爱你不是情话，是真心话。（建议随机播放）
",466497160,_-陈冠希-,2017-12-10,5442646,89792,977,237,938,华语,说唱,思念
0,那些好听到爆炸的说唱,5352432756,"介绍：
“你这么擅长安慰他人，一定度过了很多自己安慰自己的日子吧。”
",1414998861,我在等风吹回来,2020-11-27,4904972,27397,303,219,375,华语,流行,说唱
0,嘻哈糖果/上帝啊 这些Rapper情话犯规了,2454417037,"介绍：
你穿的再多
心里没我
还是冻死你.....
恩mmm
还有
{不出名的rapper可以投稿给我}
",428888081,我不是嚼根,2018-10-05,5914425,100000,1082,492,234,华语,说唱,浪漫
0,午 夜 失 眠 俱 樂 部 「拒绝Emo」,6952219126,"介绍：
午 夜 失 眠 俱 樂 部 「拒绝Emo」

再也不要Emo了 

要好好学习，好好吃饭，好好工作，好好变成最好的样子

每一首都是治愈Emo的兴奋剂
",4970468530,马可波罗堡-,2021-09-03,656395,18035,285,12,82,流行,治愈,说唱
0,艾克【真实伤害】专用歌单,3174700215,"介绍：
时间不在于你拥有多少而是在于如何使用

鉴于真实伤害艾克皮肤是说唱歌手，所以本歌单全是说唱

不喜勿喷
",592663915,独爱她伊人也,2020-01-03,103936,1233,9,11,20,说唱,另类/独立,游戏
0,『华语说唱』愿所有的来日都可期,5362410247,"介绍：
我明明很温柔，会给乞丐零钱，坐公交
车会让座，无论做什么，我都会说谢谢，
可世间疾苦，一样都没放过我
",262796225,贾嘉葭,2020-12-03,284410,8689,2958,79,105,另类/独立,说唱,华语
0,Rapper说情话,6616811098,"介绍：
Rapper说情话 Rapper说情话 Rapper说情话
",534388127,leicoattraversiamo_,2021-02-15,11704,231,26,2,20,说唱,华语,00后
0,伤感说唱 |走心旋律rap,5310951194,"介绍：
我的眼光并不独特，你的优秀显而易见
",2136251484,剧终人散以后,2020-10-30,1697245,7720,2696,38,59,华语,说唱,伤感
0,心碎100%｜错误的爱情就像一场感冒,6748989918,"介绍：
持续更新（接投稿）
总会有那么一首歌，能够进入你的内心，引起你的共鸣
即使这是一种伤心的感觉
打开这个歌单，感受每一首歌的情感，一定会找到那首心碎之歌
",86104955,Aricdontluv,2021-05-08,1417553,9318,454,51,68,说唱,流行,华语
0,你的Rap歌单【前奏就会爱上】,716268815,"介绍：
前奏就能吸引到你的歌单，爱死了呀，甜甜的爱情
",478739910,HH-R1,2017-05-03,250112,3068,36,14,374,说唱,网络歌曲,下午茶
0,2727的HIPHOP私房歌单,7019685412,"介绍：
爱妻酱的放歌工作室，不定时更新！
",110334264,薯條G59,2021-10-14,351,31,4,4,39,说唱,另类/独立,放松
0,一个处女座的听歌列表,6907466546,"介绍：
我越敷衍 就有人越爱我 我越上心 他们就像握住了我的把柄 居然跟我谈条件
",5127143146,及hi1,2021-08-08,641968,4347,223,36,95,华语,流行,说唱
0,姜云升较全歌单,6793847584,"介绍：
先下载再听！先下载！下载！下载！

这个歌单收集了很多姜鸽流落在外的歌和demo，也下架了很多，且听且珍惜！不定时更新，确定不收藏？
",1851332769,想摸摸汤臣一品,2021-06-06,559900,12006,122,64,85,说唱,华语,nan
0,bbno$ 魔兽世界游戏时间专属BGM,5070814755,"介绍：
the music i listen to when i play world of warcraft hhhhh wo a ni 我在玩魔兽世界时听的音乐 哈哈哈哈哈 我wo 爱a 你ni
",431485155,bbnomula,2020-06-19,246706,3453,88,347,37,欧美,说唱,New Age
0,Realsh!t - 纯 正 好 货『HipHop说唱 R&B』,5479436053,"介绍：
这里全部都是纯正好货.
大家多多分享给自己的小伙伴哦~
",317319163,Philooooooo_,2021-01-23,126943,1510,30,8,189,说唱,R&B/Soul,欧美
0,“教堂的白鸽不会亲吻乌鸦”,5484557557,"介绍：
《百年孤独》第二十章有一段写到，那个充满智慧的书店老板离开在马孔多回到自己故乡后，因为太过于想念马孔多而饱受心灵上的折磨，在他领悟到人生的真谛后写信给奥雷连诺说：“不论在什么地方都要记住，过...
",311493629,念汝红妆,2021-01-27,92356,798,15,7,637,华语,说唱,nan
0,高等Rapper4全｜Beat、BGM全收录,6628748275,"介绍：
第1-第7首：高等4-08期 出现的beat、BGM
第8-第17首：高等4-06-07期 选曲所用的beat、BGM
第18-第28首：高等4-05期出现的beat、BGM
第29-第59首：高等4-03-04期 选曲所用的beat、BGM
第60-第83首：高等4-0...
",253189287,HeyareyouoK,2021-02-22,73792,1202,24,8,108,说唱,R&B/Soul,韩语
0,《宝藏说唱》容易上瘾,6607426942,"介绍：
宝藏Rap歌单（法老，王以太，马思唯，姆爷～）
",3275616833,洋晚柔,2021-02-09,67345,769,6,4,34,说唱,流行,兴奋
0,『说唱新世代』全收录,5023733422,"介绍：
《说唱新世代》是哔哩哔哩出品的说唱音乐类节目，节目将汇聚来自全国各地的rapper，齐聚“说唱基地”。他们将通过层层公演考核，以音乐创作和竞演表现，决出代表新世代发声的“世代表达者”。

节目由黄子...
",411677567,小薛鸭鸭,2020-05-18,4571659,70073,317,215,176,流行,华语,说唱
0,中文New Wave宝藏铺,6812132677,"介绍：
收录国内小众好听的New wave宝藏歌曲，总有一首会是你喜欢的感觉
",4959308374,AKONN7,2021-06-17,52893,1084,321,7,54,说唱,放松,榜单
0,Emotional Rap：慢情绪节奏艺术,6724237767,"介绍：
emo的中文译名就是情绪硬核或情绪化硬核，最早是源自于摇滚的一种风格，相较于主流摇滚的大开大合，emo在风格和音乐严谨性上有着更为出色的表现。而emo放到了rap当中就变成了一种情绪化的说唱，也就是现在...
",453482654,G-DDRRAAGGOONN,2021-04-24,40671,306,4,0,18,欧美,说唱,nan
0,可爱屁翻唱的原唱合集,5458556372,,607955811,可爱酱_wSaA,2021-01-10,1087384,9837,73,36,33,翻唱,快乐,说唱
0,说唱伴奏/RAP BEAT/情歌伴奏/TRAP,5289253700,"介绍：
进来的兄弟麻烦点一下收藏哦。 以后可以在这选beat。 需要的 + nickle424

",1637071759,Nickle_Beatz接混音,2020-10-15,3335859,11020,10052,38,92,说唱,R&B/Soul,电子
